"gene","is_responsive","max_celltype","max_mean","second_mean"
"AT1G64430",FALSE,"ppp ERS+",0.0265585764277895,0.0261569253116537
"AT1G64440",FALSE,"cortex ERS+",0.456669270149157,0.407982978059173
"AT1G64450",FALSE,"epidermis early",0.0198528501344981,0.0120669777269889
"AT1G64460",FALSE,"procambium ERS+",0.508811260066663,0.428940728201249
"AT1G64480",FALSE,"border cells",0.0349595037464171,0.0314316501048778
"AT1G64490",FALSE,"epidermis early",0.436770848479241,0.203497347008233
"AT1G64500",FALSE,"xpp ERS-",0.00355549528363368,0.00297458385070212
"AT1G64510",FALSE,"epidermis early",0.147362454569704,0.131923111532054
"AT1G64520",FALSE,"hair cells early",1.2692796387745,1.13217933314652
"AT1G64530",FALSE,"hair cells ERS-",0.252974921849286,0.204248466726361
"AT1G08697",FALSE,"metaphloem ERS-",0.0118881148034824,0.00420823882700671
"AT1G64540",FALSE,"metaphloem ERS+",0.00336506494861925,0.00255871534133455
"AT1G64550",FALSE,"epidermis early",0.257125671101133,0.178037758243526
"AT1G64561",FALSE,"cortex ERS-",0.00452305504367558,0.00432233918455409
"AT1G08707",FALSE,"epidermis early",0.00109693798724757,0.000410626296569439
"AT1G64563",FALSE,"border cells",0.0187875310345005,0.0152663961309912
"AT1G64570",FALSE,"protoxylem early",0.0112908878637354,0.00824820771800154
"AT1G64572",FALSE,"protophloem ERS+",0.0783304012334603,0.0490902937007256
"AT1G64580",FALSE,"epidermis early",0.0915412573619288,0.0493010285170389
"AT1G64583",FALSE,"epidermis early",0.00840913372856008,0.00736925894111099
"AT1G64584",FALSE,"protoxylem ERS+",0.00657238738780273,0.00560532493821769
"AT1G64590",FALSE,"cortex ERS+",0.0117882165415392,0.0102278813006004
"AT1G64600",FALSE,"epidermis early",0.108568207820011,0.0155414156143561
"AT1G64610",FALSE,"ppp ERS+",0.122168692861771,0.102577907203613
"AT1G64618",FALSE,"protophloem ERS+",0.0074915490238612,0.00720104778392723
"AT1G64620",FALSE,"protoxylem early",0.162477142794286,0.137859476964867
"AT1G64625",FALSE,"protoxylem early",0.00246218199824802,0.0010851297167838
"AT1G08723",FALSE,"protoxylem early",0.00188548737517365,0.000694856562462715
"AT1G64630",FALSE,"protophloem ERS+",0.0591219890167839,0.0585625251797187
"AT1G64640",FALSE,"cortex ERS-",0.708476071131881,0.525494445281488
"AT1G64650",FALSE,"protoxylem early",0.667238354218345,0.583119023864698
"AT1G64660",FALSE,"procambium ERS+",2.99925169960145,2.49062213745926
"AT1G64670",FALSE,"protoxylem early",0.00882450143325663,0.00778607369984596
"AT1G64690",FALSE,"ppp ERS-",0.279075002008567,0.228159840005437
"AT1G64700",FALSE,"protophloem ERS+",2.1124837829264,1.61189329932534
"AT1G64710",FALSE,"epidermis early",0.000119303814205367,0
"AT1G64720",FALSE,"procambium ERS+",0.978420082195108,0.929313086906737
"AT1G64740",FALSE,"procambium ERS+",0.354512438039298,0.207673526005933
"AT1G64750",FALSE,"hair cells early",1.72988763333916,1.69288970331239
"AT1G64760",FALSE,"columella",0.0839819135588977,0.0610367774908832
"AT1G64770",FALSE,"root cap tip",0.000960549253031492,0.000385653485826663
"AT1G64790",FALSE,"epidermis early",0.318874801583985,0.162859683041854
"AT1G64795",FALSE,"cortex ERS+",0.00203753829534786,0.00194491738912272
"AT1G64800",FALSE,"root cap lateral",0.00673704646897441,0.000850905044719147
"AT1G64810",FALSE,"protophloem ERS+",0.0582916710445186,0.0540833916695634
"AT1G64820",FALSE,"protophloem ERS+",0.0150381668268931,0.00964908222019161
"AT1G64840",FALSE,"columella",0.0657390804245815,0.0614758524566597
"AT1G64850",FALSE,"hair cells ERS-",0.603733213549881,0.593656914106404
"AT1G64860",FALSE,"endodermis ERS+",0.0534266357982273,0.04138965043141
"AT1G64880",FALSE,"epidermis early",0.598326780606032,0.252268469937277
"AT1G64890",FALSE,"hair cells ERS-",0.109609580380709,0.0937563780732564
"AT1G64900",FALSE,"cortex ERS+",0.116931947593262,0.057479940371779
"AT1G64910",FALSE,"cortex ERS-",0.0306857994998588,0.020478829048292
"AT1G64920",FALSE,"cortex ERS-",0.276055599243123,0.214770703043763
"AT1G64930",FALSE,"root cap early",0.370808758148839,0.355957322240475
"AT1G64940",FALSE,"root cap early",0.153063011585033,0.138048214133726
"AT1G64950",FALSE,"root cap early",0.764830953228593,0.735222998125114
"AT1G64960",FALSE,"ppp ERS+",0.0325253642216179,0.0275165478959402
"AT1G64970",FALSE,"epidermis early",0.224984665707774,0.0936582015238374
"AT1G64980",FALSE,"protoxylem early",0.813333488765972,0.670113902211711
"AT1G64990",FALSE,"protoxylem early",0.433382173785184,0.358095568253282
"AT1G65000",FALSE,"protoxylem ERS+",0.234069158103158,0.212940216820023
"AT1G65010",FALSE,"protoxylem early",0.489495079435498,0.462907661241637
"AT1G65020",FALSE,"protophloem ERS+",0.405113075720069,0.279437338486887
"AT1G65030",FALSE,"epidermis early",0.367654139978014,0.12629399908207
"AT1G65032",FALSE,"epidermis early",0.242983438244349,0.0972115780022608
"AT1G65040",FALSE,"protoxylem ERS+",0.490349800135738,0.34027866507249
"AT1G65050",FALSE,"ppp ERS+",0.000697591637760435,0.000505407176657343
"AT1G65060",FALSE,"cortex ERS-",0.106812543218214,0.0806499475951021
"AT1G65070",FALSE,"metaphloem ERS+",0.0337276714929456,0.0245686325117426
"AT1G65080",FALSE,"epidermis early",0.0288194822468729,0.0126309059286709
"AT1G65110",FALSE,"epidermis early",0.00192706709169305,0.00172451349406056
"ENSRNA049493309",FALSE,"hair cells ERS+",0.0008413812651296,0.000462899341730732
"AT1G65120",FALSE,"epidermis early",0.00726951752068194,0.00261485843566759
"AT1G65130",FALSE,"epidermis early",0.0082053085364957,0.00311757240263844
"AT1G65150",FALSE,"columella",0.0728211246149785,0.0177115543268796
"AT1G65180",FALSE,"hair cells ERS-",0.0884262543968854,0.0337703523642779
"AT1G65190",FALSE,"hair cells ERS-",0.0919357171834455,0.024750675860116
"AT1G65200",FALSE,"epidermis early",0.000847716185676419,0
"AT1G65220",FALSE,"hair cells early",0.911900947248848,0.840754068226231
"AT1G65230",FALSE,"cortex ERS+",0.0162945956678067,0.0133355841417282
"AT1G65240",FALSE,"protophloem ERS+",0.00351740370138523,6.38844660953495e-05
"AT1G65250",FALSE,"hair cells ERS-",0.0077458065593749,0.00773726927993813
"AT1G65260",FALSE,"columella",0.198577290663694,0.192282712481081
"AT1G65270",FALSE,"protoxylem early",0.551842161097203,0.474517279697385
"AT1G65280",FALSE,"ppp ERS+",0.151674686648577,0.145729318611372
"AT1G65290",FALSE,"hair cells early",2.48458631692942,2.41944216685253
"AT1G65295",FALSE,"metaxylem ERS+",0.263810099595544,0.195600240880895
"AT1G65300",FALSE,"endodermis ERS-",0.00246882164100533,0.00208652941290427
"AT1G65310",FALSE,"non-hair cells",0.525633099219159,0.224781232064386
"AT1G65320",FALSE,"cortex ERS-",0.119650994217889,0.100305794441773
"AT1G65330",FALSE,"non-hair cells",0.0219057338253631,0.0100946477978416
"AT1G65350",FALSE,"metaxylem ERS-",0.00637794406049366,0.00246409117713363
"AT1G65346",FALSE,"hair cells ERS-",0.00155665571183309,0.00110914066245358
"AT1G65370",FALSE,"metaxylem ERS+",0.0714477066829195,0.0614310428160845
"AT1G65380",FALSE,"ppp ERS+",0.0211340647974842,0.0187875428543045
"AT1G65390",FALSE,"cortex ERS+",0.00091812982111353,0.000622491724680736
"AT1G65410",FALSE,"protophloem ERS+",0.06726797329505,0.0581747262241291
"AT1G65420",FALSE,"ppp ERS-",0.0440673562742231,0.0325995305793673
"AT1G08753",FALSE,"metaphloem ERS-",0.00779253819459561,0.00396935390010802
"AT1G65430",FALSE,"metaphloem ERS+",0.207259961820294,0.202711612223591
"AT1G65440",FALSE,"columella",0.495229425433032,0.361558076039787
"AT1G65450",FALSE,"xpp ERS+",0.000439775975118687,0.000415109642658104
"AT1G65470",FALSE,"epidermis early",0.13648007378846,0.13033092747485
"AT1G65481",FALSE,"non-hair cells",0.0132090531144681,0.00714031754283327
"AT1G65500",FALSE,"xpp ERS+",0.000809476796378581,0.000283976159780718
"AT1G65510",FALSE,"hair cells ERS+",0.497063410126734,0.197588082622243
"AT1G65520",FALSE,"endodermis ERS-",0.194098952703363,0.162086750933895
"AT1G65540",FALSE,"hair cells ERS-",0.226666800485997,0.204920453848308
"AT1G65550",FALSE,"border cells",0.0190309281399462,0.00320592947663482
"AT1G65560",FALSE,"border cells",0.153956292441094,0.0917032854085149
"AT1G65570",TRUE,"border cells",3.2151061014963,0.165808733494154
"AT1G08767",FALSE,"protoxylem early",0.111726573842634,0.034671059496127
"AT1G65580",FALSE,"metaxylem ERS+",0.189604420809272,0.187892534429862
"AT1G65590",FALSE,"protoxylem ERS+",0.385800842074477,0.368068632664004
"AT1G65610",FALSE,"hair cells ERS-",0.752504356020544,0.578047905981845
"AT1G65620",FALSE,"columella",0.758644614214484,0.271321757933599
"AT1G65650",FALSE,"epidermis early",0.392988845773953,0.310123674857316
"AT1G65660",FALSE,"columella",0.515540287802248,0.435763168765836
"AT1G65690",FALSE,"border cells",0.733424682391545,0.25329675309782
"AT1G65700",FALSE,"epidermis early",0.787167114160162,0.475405726914579
"AT1G65710",FALSE,"epidermis early",0.0140244592659539,0.00837003718586617
"AT1G65720",FALSE,"root cap lateral",1.65077907706899,1.54075554757195
"AT1G65730",FALSE,"root cap early",0.272344244134932,0.193613335191765
"AT1G65820",FALSE,"root cap tip",2.30653901471906,2.12061543801406
"AT1G65840",FALSE,"cortex ERS+",0.873665932019097,0.809137338025584
"AT1G65845",FALSE,"non-hair cells",0.368098645517644,0.194812329505844
"AT1G65850",FALSE,"hair cells ERS-",0.0116953962941852,0.00800134688635323
"AT1G65890",FALSE,"ppp ERS+",0.315991946258491,0.0774337015076438
"AT1G65900",FALSE,"endodermis ERS+",0.117157743529134,0.0561458450063241
"AT1G65910",FALSE,"protophloem ERS+",0.242147208611988,0.0585872952126694
"AT1G65920",FALSE,"endodermis ERS+",0.131940134455026,0.123272593762331
"AT1G65930",FALSE,"xpp ERS-",2.78558341933242,2.61882481180169
"AT1G65950",FALSE,"protophloem ERS+",0.0588947452602056,0.049219283462742
"AT1G65960",FALSE,"procambium ERS-",1.52358882882499,1.35408225162099
"AT1G65970",FALSE,"root cap tip",0.220581063029252,0.103553085712686
"AT1G08803",FALSE,"protophloem ERS+",0.0109712733696257,0.00856740116818017
"AT1G65980",FALSE,"hair cells early",2.78783132095195,2.73512707011922
"AT1G65985",FALSE,"hair cells ERS-",0.265213383227741,0.261321815012105
"AT1G66000",FALSE,"border cells",0,0
"AT1G66020",FALSE,"metaxylem ERS+",0.0791786820606685,0.0662737517390273
"AT1G66030",FALSE,"root cap lateral",0.203548125042211,0.0136369180927473
"AT1G66040",FALSE,"root cap lateral",0.0658866809171911,0.0520030972937459
"AT1G66050",FALSE,"procambium ERS+",1.033400274097,0.91936196541717
"AT1G66060",FALSE,"columella",0.0125826538199752,0.01151344757543
"AT1G66070",FALSE,"metaxylem ERS+",0.426813676243234,0.387292767090373
"AT1G66080",FALSE,"epidermis early",0.0880905660581189,0.0545535233442954
"AT1G66090",FALSE,"border cells",0.0847049223880393,0.0209369426945295
"AT1G66130",FALSE,"ppp ERS+",0.00336832496159091,0.0023077915527247
"AT1G66140",FALSE,"ppp ERS+",0.148545538851458,0.111741114291637
"AT1G66150",FALSE,"protoxylem early",0.708424873300988,0.518514072887359
"AT1G66160",FALSE,"hair cells ERS+",0.0395236534788829,0.0366471270948444
"AT1G66170",FALSE,"ppp ERS-",0.00849844217772181,0.00475631469416
"AT1G66173",FALSE,"ppp ERS+",0.202360494487675,0.0624981570776159
"AT1G66180",FALSE,"protoxylem early",0.844261268741946,0.573747170367373
"AT1G66190",FALSE,"ppp ERS+",0.300383877237408,0.247992040351988
"AT1G66200",FALSE,"ppp ERS+",0.359866620706996,0.321675414979957
"AT1G66230",FALSE,"procambium ERS+",1.06936784059316,0.881741643417877
"AT1G66235",FALSE,"xpp ERS+",0.0323752168570079,0.0129220484832582
"AT1G66240",FALSE,"xpp ERS-",2.45623209813359,2.41575031848678
"AT1G66250",FALSE,"epidermis early",0.0527348449440399,0.0503840129222415
"AT1G66260",FALSE,"protoxylem early",0.928395350517057,0.852077497264845
"AT1G66270",FALSE,"hair cells early",3.28065832247574,2.53426473611635
"AT1G66280",FALSE,"root cap early",3.00828640764217,2.45830967261444
"AT1G08823",FALSE,"procambium ERS-",0.00245688676195667,0.00142722057341095
"AT1G66290",FALSE,"hair cells ERS+",0.00151442191689892,0.0013091816148983
"AT1G66320",FALSE,"epidermis early",0.00452969679479671,0.0016213998529504
"AT1G66330",FALSE,"protophloem ERS+",0.0845407304552652,0.0731969338037925
"AT1G66340",FALSE,"hair cells ERS+",0.109233514569747,0.0910105139879678
"AT1G66345",FALSE,"protophloem ERS+",0.033118562723271,0.0282442877413509
"AT1G66350",FALSE,"columella",0.0692851264758385,0.0655481293682657
"AT1G66360",FALSE,"root cap lateral",0.0464207644167894,0.0286214673311635
"AT1G66370",FALSE,"root cap early",0.00967463084926868,0.00306582415487638
"AT1G66400",FALSE,"root cap early",0.911142488061953,0.765674377885162
"AT1G66410",FALSE,"hair cells early",2.12558667103662,1.85693665167859
"AT1G66420",FALSE,"protoxylem ERS+",0.011895679223632,0.00128667995217116
"AT1G66430",FALSE,"epidermis early",0.168652875069222,0.153024407296525
"AT1G66440",FALSE,"hair cells ERS-",0.00433342766993839,0.00209317960944689
"AT1G66450",FALSE,"hair cells ERS-",0.0120533274367241,0.0111957354389399
"AT1G66465",FALSE,"hair cells ERS-",0.00372296742651013,0.00269681864562742
"AT1G66460",FALSE,"hair cells ERS-",0.0596966972981937,0.0516904020069028
"AT1G66470",FALSE,"hair cells ERS+",0.761069793856877,0.556241868356408
"AT1G66480",FALSE,"root cap lateral",0.183510740907682,0.160057620094664
"AT1G66500",FALSE,"hair cells ERS+",1.47581008814616,1.21645534377471
"AT1G66510",FALSE,"protophloem ERS+",0.110804486458971,0.0977136315717155
"AT1G66520",FALSE,"epidermis early",0.090196534205036,0.0220088487037964
"AT1G66530",FALSE,"epidermis early",0.197984197572341,0.13070748559543
"AT1G66540",FALSE,"endodermis ERS-",0.0132744412510778,0.00547528109912443
"AT1G66550",FALSE,"hair cells ERS+",0.00220469596976542,0.00111202599935274
"AT1G66580",FALSE,"root cap tip",4.36582288735672,4.00077808139642
"AT1G66590",FALSE,"epidermis early",0.163380251901096,0.127980228813688
"AT1G66600",FALSE,"procambium ERS+",0.15000299961131,0.0428129955825756
"AT1G66620",FALSE,"hair cells early",0.208421355989071,0.185003738711983
"AT1G66650",FALSE,"epidermis early",0.0157674220754688,0.0126872250030152
"AT1G66660",FALSE,"epidermis early",0.0785316611458902,0.0747779625195791
"AT1G66670",FALSE,"epidermis early",0.226667022569084,0.194498401367446
"AT1G66680",FALSE,"protoxylem early",1.04426505514541,0.892883679423243
"AT1G66690",FALSE,"protoxylem ERS+",2.47055014929402,1.30872508448809
"AT1G66700",FALSE,"border cells",0.400669949235928,0.0139664536820294
"AT1G66720",FALSE,"procambium ERS-",0.0425549560430929,0.0190803059848498
"AT1G66725",FALSE,"cortex ERS-",0.225318428783476,0.132702670281593
"AT1G66730",FALSE,"hair cells ERS+",0.0184129070358009,0.0155837148079237
"AT1G66740",FALSE,"procambium ERS+",0.188486652736002,0.185342388807403
"AT1G66750",FALSE,"epidermis early",0.127380549181883,0.0843128911235939
"AT1G66760",FALSE,"endodermis ERS+",0.883693264534568,0.757059678560747
"AT1G66780",FALSE,"hair cells ERS+",0.000424610482056175,0
"AT1G66800",FALSE,"non-hair cells",0.974590051105353,0.774965657937793
"AT1G66810",FALSE,"protoxylem early",0.740187438684365,0.501960077602783
"AT1G66820",FALSE,"protoxylem early",0.253686510475675,0.242121455779428
"AT1G66830",FALSE,"hair cells ERS+",0.00116151886155978,0.00115629129713783
"AT1G66840",FALSE,"epidermis early",0.00140134656625431,0.00099799871563422
"AT1G66852",FALSE,"border cells",0,0
"AT1G66855",FALSE,"protoxylem ERS-",0.0455204406979395,0.0270174255662458
"AT1G66860",FALSE,"hair cells ERS-",0.0101545258818694,0.0036561292576572
"AT1G66870",FALSE,"cortex ERS+",0.00151253326270076,0.0014177358727865
"AT1G66880",FALSE,"procambium ERS+",0.145333657301894,0.109724129291379
"AT1G08857",FALSE,"epidermis early",0.00169542238045167,0.00091812982111353
"AT1G66890",FALSE,"xpp ERS+",0.170770985884731,0.122336225424381
"AT1G66900",FALSE,"hair cells ERS-",0.185849203227788,0.181999116876108
"AT1G66910",FALSE,"cortex ERS+",0.000515404567844771,0.00044901115807427
"AT1G66930",FALSE,"hair cells early",0.000868042257697948,0.000285193517874504
"AT1G67000",FALSE,"cortex ERS+",0.000848949387335028,0.000373180685131281
"AT1G67020",FALSE,"epidermis early",0.00141464270883,0.00073525673217069
"AT1G67025",FALSE,"epidermis early",0.0013369892201135,0.00114208435794664
"AT1G67030",FALSE,"columella",0.542655910200451,0.494889634490445
"AT1G08877",FALSE,"epidermis early",0.000271061700847897,0
"AT1G67035",FALSE,"epidermis early",0.0201553160032863,0.00855293781099018
"AT1G67040",FALSE,"ppp ERS-",0.0810954294368874,0.0457669946929184
"AT1G67050",FALSE,"endodermis ERS+",0.419644752557958,0.389645816996449
"AT1G67060",FALSE,"protoxylem ERS+",0.614945162318062,0.414310883778419
"AT1G67070",FALSE,"columella",0.440765260200679,0.429420421310838
"AT1G67080",FALSE,"xpp ERS+",0.455276578241446,0.358705822247244
"AT1G67090",FALSE,"xpp ERS-",0.016229542366163,0.00723247560952899
"AT1G67105",FALSE,"protophloem ERS-",0.0722318767755368,0.0540038048579004
"AT1G67110",FALSE,"xpp ERS-",0.0112745292646423,0.00791858853582001
"AT1G67120",FALSE,"epidermis early",0.12774499694118,0.0390851468867745
"AT1G67140",FALSE,"protoxylem early",0.160241908985833,0.128068810746295
"AT1G67148",FALSE,"endodermis ERS-",0.114509146652424,0.0851411558208918
"AT1G67150",FALSE,"protoxylem ERS+",0.00904109890829385,0.00754271375324672
"AT1G67160",FALSE,"metaxylem ERS+",0.00102541463200992,0.000887986334888524
"AT1G67170",FALSE,"protoxylem early",0.112867482250013,0.104805541191998
"AT1G67180",FALSE,"epidermis early",0.022298961418055,0.0209753834410123
"AT1G67190",FALSE,"hair cells ERS+",0.248108795894513,0.214882109314782
"AT1G67195",FALSE,"cortex ERS+",0.00664999363509058,0.00658364207806949
"AT1G67210",FALSE,"xpp ERS+",0.0456875553265165,0.0383870221632855
"AT1G67220",FALSE,"protoxylem ERS-",0.00791803853489383,0.00753306755780216
"AT1G67230",FALSE,"protophloem ERS+",0.959070220964938,0.917608913388061
"AT1G67238",FALSE,"border cells",0.00373452087514488,0.000523924676486006
"AT1G67235",FALSE,"cortex ERS-",0.00558094524521883,0.00203016855149498
"AT1G67250",FALSE,"hair cells early",1.39333224478557,1.22713122564783
"AT1G08923",FALSE,"non-hair cells",0.00132466750160789,0.00092791312360046
"AT1G67265",FALSE,"xpp ERS+",0.00299826966584887,0.000955320757056251
"AT1G67270",FALSE,"protoxylem early",0.00542336576697731,0.00441901794873784
"AT1G67280",FALSE,"columella",0.228462229691472,0.195782898514175
"AT1G67300",FALSE,"protoxylem ERS+",0.886796129238815,0.591709311566013
"AT1G67310",FALSE,"protoxylem ERS+",0.0404780064619166,0.0355368114495518
"AT1G67320",FALSE,"epidermis early",0.127747687094384,0.110164376477769
"AT1G67325",FALSE,"hair cells ERS-",0.206456858521372,0.205271329269102
"AT1G67330",FALSE,"hair cells ERS-",1.35138554622428,1.04981486791653
"AT1G67328",FALSE,"cortex ERS+",0.0430460364655543,0.0406460023230763
"AT1G67340",FALSE,"columella",0.180911841099702,0.15560044060377
"AT1G67350",FALSE,"hair cells ERS-",2.35159888460572,2.24623185294228
"AT1G67360",FALSE,"protophloem ERS+",1.48769537197647,0.779017189388565
"AT1G67365",FALSE,"columella",0.179927239935302,0.0957936542476226
"AT1G67370",FALSE,"protophloem ERS+",0.0562982297023597,0.0350908045820122
"AT1G67400",FALSE,"non-hair cells",0.168333867195628,0.119542500422234
"AT1G67410",FALSE,"hair cells ERS+",0.0861328057666833,0.0744524716671378
"AT1G67420",FALSE,"epidermis early",0.0334768932012491,0.0287616292229717
"AT1G67430",FALSE,"epidermis early",3.62453071201566,3.12431667348203
"AT1G67440",FALSE,"protophloem ERS+",0.0393784112329034,0.0354236071314207
"AT1G67460",FALSE,"procambium ERS+",0.00777014865484099,0.0053711011316557
"AT1G67470",FALSE,"hair cells ERS+",0.037492934745499,0.0371041484813828
"AT1G67480",FALSE,"hair cells ERS+",1.24193365709611,0.91526210122023
"AT1G67481",FALSE,"metaphloem ERS+",0.000912593748235958,0.000479896184448456
"AT1G67490",FALSE,"epidermis early",0.0797882544050282,0.0662324519041982
"AT1G67500",FALSE,"protoxylem early",0.120899219496209,0.0829524875895698
"AT1G67510",FALSE,"protoxylem early",0.782850574834774,0.388032588201746
"AT1G67520",FALSE,"metaxylem ERS-",0.0389177348982054,0.0275320603001345
"AT1G67530",FALSE,"columella",0.12715164933387,0.096316988800474
"AT1G67540",FALSE,"xpp ERS+",0.000714625403727256,0.000674757561946226
"AT1G67550",FALSE,"cortex ERS-",0.0739424404918372,0.0698754680683427
"AT1G67560",FALSE,"columella",0.236331059761844,0.21907037891382
"AT1G67570",FALSE,"protoxylem early",0.0412803469640971,0.0286017778269729
"AT1G67580",FALSE,"cortex ERS+",0.218666907439268,0.216461290367216
"AT1G67590",FALSE,"epidermis early",0.32251704391474,0.201234762393653
"AT1G67600",FALSE,"procambium ERS+",0.0593376610146633,0.0495250726671216
"AT1G67620",FALSE,"epidermis early",0.372839197189155,0.188561589381972
"AT1G67623",FALSE,"root cap early",0.00494023740459608,0.00464668680414093
"AT1G67630",FALSE,"epidermis early",0.0472543673325581,0.0219465645779109
"AT1G67650",FALSE,"columella",0.0330612563057736,0.00794430363626835
"AT1G67660",FALSE,"epidermis early",0.0783997547686357,0.0681239718347113
"AT1G67670",FALSE,"endodermis ERS-",0.00226403705684931,0.00212252688551585
"AT1G67680",FALSE,"hair cells early",0.464202415883806,0.409650450644009
"AT1G67690",FALSE,"epidermis early",0.0425384146373712,0.0357448006226276
"AT1G67700",FALSE,"xpp ERS+",0.0747561088155545,0.0716310766376904
"AT1G67710",FALSE,"ppp ERS+",0.0896319021151679,0.0880932483318431
"AT1G67720",FALSE,"protophloem ERS+",0.409955719399299,0.25502602560175
"AT1G67730",FALSE,"root cap lateral",0.956205737865829,0.859306990617992
"AT1G67740",FALSE,"cortex ERS+",0.320142342030608,0.165291840749992
"AT1G67750",FALSE,"hair cells early",0.329577686533061,0.302130075738886
"AT1G67760",FALSE,"epidermis early",0.124602207508385,0.0983058914274974
"AT1G67770",FALSE,"ppp ERS+",0.00122803213445723,0.00105094973350551
"AT1G67775",FALSE,"procambium ERS+",0.00357414699786138,0.00354447725311615
"AT1G67780",FALSE,"epidermis early",0.0889686141021232,0.0419536589292011
"AT1G67785",FALSE,"hair cells ERS-",2.28044751122342,2.05956707664388
"AT1G67792",FALSE,"protoxylem early",0.0444899911370575,0.0334921506520437
"AT1G67790",FALSE,"protophloem ERS+",0.00488430581976345,0.00110643282573796
"AT1G67800",FALSE,"hair cells ERS+",0.0405616973112395,0.0402258124705944
"AT1G67810",FALSE,"xpp ERS+",0.479426174662801,0.438086806784966
"AT1G67820",FALSE,"xpp ERS+",0.13136905663187,0.126187998385144
"AT1G67830",FALSE,"protophloem ERS+",0.0200975524415578,0.00855430192357901
"AT1G67840",FALSE,"protophloem ERS+",0.0761900403812325,0.0744168682958002
"AT1G67850",FALSE,"root cap tip",0.537342035878926,0.390699886637285
"AT1G67856",FALSE,"columella",0.1045052506845,0.100979872106602
"AT1G67880",FALSE,"protoxylem early",0.0526850549559307,0.0463052755505313
"AT1G67890",FALSE,"endodermis ERS+",0.108929936191017,0.0930522518352334
"AT1G67900",FALSE,"metaxylem ERS+",0.0516207924827383,0.0480382719849969
"AT1G67910",FALSE,"hair cells ERS-",0.417039245436009,0.0993024120387063
"AT1G67920",FALSE,"hair cells ERS+",0.416669786942357,0.287573169592574
"AT1G67930",FALSE,"protoxylem early",0.260263909142837,0.216056390279031
"AT1G67940",FALSE,"hair cells early",0.217550752039859,0.183793675885668
"AT1G67950",FALSE,"metaxylem ERS-",0.359642635461546,0.353771126049835
"AT1G67960",FALSE,"hair cells early",0.0968383617360482,0.0872928144603132
"AT1G67970",FALSE,"protophloem ERS+",0.0757456456303588,0.0666159972553326
"AT1G67980",FALSE,"root cap tip",0.0939247814231756,0.038755697658477
"AT1G67990",FALSE,"protoxylem ERS-",0.0174345754943594,0.0161290669912566
"AT1G68000",FALSE,"protoxylem early",0.843668235235176,0.824668897014872
"AT1G68010",FALSE,"hair cells ERS-",0.00888791701340939,0.00818865042248099
"AT1G68020",FALSE,"protophloem ERS+",0.21560345694357,0.197419598428443
"AT1G68030",FALSE,"epidermis early",0.0282220729875649,0.0181313984681151
"AT1G68050",FALSE,"columella",0.095487360587492,0.0662607172966511
"AT1G68060",FALSE,"protoxylem early",0.517115947251764,0.406180188303306
"AT1G68070",FALSE,"hair cells early",0.172094200868733,0.162012439557732
"AT1G68080",FALSE,"epidermis early",0.0341773863284094,0.0254837508624751
"AT1G68100",FALSE,"hair cells early",0.440713464872306,0.327469626818383
"AT1G68110",FALSE,"ppp ERS-",0.12915905116048,0.124125263848017
"AT1G68120",FALSE,"columella",0.0218681906472594,0.0149815110615325
"AT1G68130",FALSE,"ppp ERS+",0.594843048128186,0.354536209179551
"AT1G08967",FALSE,"ppp ERS+",0.0411544308452124,0.015646016066662
"AT1G68140",FALSE,"protoxylem ERS+",0.836744308556003,0.806576553990093
"AT1G68150",FALSE,"non-hair cells",0.548541159555049,0.507699504374024
"AT1G68160",FALSE,"columella",0.298961564964871,0.274635763822477
"AT1G68170",FALSE,"metaphloem ERS+",0.0411430479669487,0.0208595808350385
"AT1G68185",FALSE,"protophloem ERS+",0.0783451675435653,0.0555806274733253
"AT1G68190",FALSE,"protophloem ERS+",0.00783662540822871,0.00540469083071145
"AT1G68200",FALSE,"metaxylem ERS-",0.823489242514295,0.196281275826223
"AT1G68220",FALSE,"protophloem ERS+",0.19480444947595,0.183404770523228
"AT1G68230",FALSE,"protophloem ERS-",0.0383020086860793,0.0211441345959586
"AT1G68238",FALSE,"ppp ERS-",0.00380645375895879,0.00238330421892425
"AT1G68260",FALSE,"protoxylem ERS+",0.256838307447992,0.203534360604705
"AT1G08973",FALSE,"columella",0.0290342990140081,0.0256009393433216
"AT1G68290",FALSE,"procambium ERS+",0.0465173229996982,0.0435320960185971
"AT1G68300",FALSE,"hair cells ERS-",1.22534195489467,1.08962874091484
"AT1G68310",FALSE,"epidermis early",0.583538173479715,0.397608083634543
"AT1G68330",FALSE,"cortex ERS-",0.0564079719693258,0.034829511127479
"AT1G68340",FALSE,"hair cells ERS+",0.167744323893846,0.149492642736129
"AT1G68350",FALSE,"procambium ERS-",0.0084041687087021,0.00800440361488235
"AT1G68360",FALSE,"non-hair cells",0.0214932594878308,0.0102154776288846
"AT1G68370",FALSE,"protoxylem early",0.445165883141877,0.413649676845703
"AT1G68390",FALSE,"columella",0.0637075437756856,0.0619923674235151
"AT1G68400",FALSE,"root cap early",0.136431989128213,0.0509043183650168
"AT1G68410",FALSE,"cortex ERS+",0.508272354957544,0.448692991138771
"AT1G68430",FALSE,"protophloem ERS+",0.701939484439024,0.523778471839074
"AT1G68440",FALSE,"endodermis ERS+",2.42971463332281,2.42795487396422
"AT1G68450",TRUE,"border cells",1.56972947646922,0.489282124452556
